compound_id,compound_name,peak_id,delta_H,intensity,source_file
HMDB0000016,HMDB0000016,30,1.44,0.0522,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,31,1.46,0.0475,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,32,1.47,0.0504,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,33,1.57,0.0578,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,34,1.57,0.0614,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,35,1.59,0.0555,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,36,1.59,0.0547,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,37,1.61,0.0254,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,38,1.62,0.0517,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,39,1.62,0.0627,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,40,1.63,0.0612,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,41,1.64,0.0323,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,42,1.64,0.0285,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,43,1.65,0.0457,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,44,1.66,0.044,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,45,1.66,0.019,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,46,1.68,0.0309,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,47,1.69,0.032,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,48,1.71,0.0618,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,49,1.72,0.065,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,50,1.74,0.0448,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,51,1.74,0.0478,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,52,1.76,0.0565,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,53,1.77,0.0897,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,54,1.77,0.0626,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,55,1.78,0.1405,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,56,1.8,0.0809,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,57,1.81,0.0486,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,58,1.85,0.0278,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,59,1.86,0.0417,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,60,1.86,0.0524,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,61,1.86,0.0446,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,62,1.87,0.0367,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,63,1.88,0.0418,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,64,1.89,0.0484,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,65,1.89,0.04,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,66,1.9,0.0246,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,67,1.93,0.0448,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,68,1.94,0.0778,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,69,1.95,0.0479,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,70,1.96,0.048,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,71,1.97,0.0736,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,72,2.02,0.0441,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,73,2.02,0.0579,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,74,2.03,0.0593,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,75,2.03,0.0505,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,76,2.04,0.0421,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,77,2.05,0.0589,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,78,2.05,0.0527,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,79,2.06,0.0392,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,80,2.3,0.0655,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,81,2.3,0.0762,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,82,2.31,0.0722,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,83,2.31,0.0543,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,84,2.36,0.0679,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,85,2.37,0.1012,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,86,2.38,0.0831,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,87,2.38,0.0458,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,88,2.39,0.0404,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,89,2.4,0.084,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,90,2.41,0.0997,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,91,2.43,0.0743,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,92,2.43,0.0618,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,93,2.44,0.076,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,94,2.44,0.0575,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,95,2.45,0.0664,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,96,2.46,0.057,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,97,2.47,0.1193,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,98,2.49,0.0519,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,99,4.18,0.0737,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,100,4.19,0.08,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,101,4.2,0.0811,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,102,4.21,0.0718,HMDB0000016_nmroned_1031_27929.txt
HMDB0000016,HMDB0000016,103,5.74,0.1064,HMDB0000016_nmroned_1031_27929.txt
HMDB0000017,HMDB0000017,1,7.53,0.2768,HMDB0000017_nmroned_1032_27933.txt
HMDB0000017,HMDB0000017,2,4.51,0.044,HMDB0000017_nmroned_1032_27933.txt
HMDB0000017,HMDB0000017,3,2.31,1.0,HMDB0000017_nmroned_1032_27933.txt
HMDB0000019,HMDB0000019,1,1.1,0.9788,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,2,1.12,1.0,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,3,2.97,0.0035,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,4,2.98,0.0228,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,5,2.99,0.0579,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,6,3.01,0.0746,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,7,3.02,0.0561,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,8,3.04,0.0233,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,9,3.05,0.0043,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,1,1.11,1.12,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,2,3.01,3.08,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,1,7.0,1.11,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,2,8.0,1.11,HMDB0000019_nmroned_1033_27937.txt
HMDB0000019,HMDB0000019,3,6.0,3.01,HMDB0000019_nmroned_1033_27937.txt
HMDB0000020,HMDB0000020,1,3.44,1.0,HMDB0000020_nmroned_1034_27941.txt
HMDB0000020,HMDB0000020,2,6.84,0.4145,HMDB0000020_nmroned_1034_27941.txt
HMDB0000020,HMDB0000020,3,6.85,0.1689,HMDB0000020_nmroned_1034_27941.txt
HMDB0000020,HMDB0000020,4,6.85,0.1381,HMDB0000020_nmroned_1034_27941.txt
HMDB0000020,HMDB0000020,5,6.86,0.4744,HMDB0000020_nmroned_1034_27941.txt
HMDB0000020,HMDB0000020,6,7.15,0.3727,HMDB0000020_nmroned_1034_27941.txt
HMDB0000020,HMDB0000020,7,7.16,0.3551,HMDB0000020_nmroned_1034_27941.txt
HMDB0000021,HMDB0000021,1,2.98,0.2411,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,2,2.99,0.2503,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,3,3.0,0.3292,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,4,3.02,0.3401,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,5,3.13,0.3141,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,6,3.14,0.3244,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,7,3.16,0.2375,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,8,3.17,0.2403,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,9,3.9,0.4283,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,10,3.91,0.5039,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,11,3.91,0.467,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,12,3.92,0.4489,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,13,6.88,0.2263,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,14,6.89,0.2392,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,15,6.91,0.9108,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,16,6.93,1.0,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,17,7.15,0.4599,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,18,7.16,0.4413,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,19,7.17,0.4251,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,20,7.17,0.4619,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,21,7.19,0.1891,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,22,7.68,0.8551,HMDB0000021_nmroned_1035_27945.txt
HMDB0000021,HMDB0000021,23,7.69,0.8034,HMDB0000021_nmroned_1035_27945.txt
HMDB0000022,HMDB0000022,1,6.99,0.0571,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,2,6.99,0.057,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,3,6.93,0.0525,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,4,6.91,0.0708,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,5,6.84,0.0346,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,6,6.84,0.0327,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,7,6.83,0.0254,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,8,6.83,0.0237,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,9,3.88,0.3013,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,10,3.28,0.0356,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,11,3.26,0.0749,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,12,3.25,0.0405,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,13,2.95,0.0337,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,14,2.94,0.0624,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,15,2.93,0.0299,HMDB0000022_nmroned_1036_27950.txt
HMDB0000022,HMDB0000022,16,0.0,0.4026,HMDB0000022_nmroned_1036_27950.txt
HMDB0000023,HMDB0000023,1,1.106,4.0,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,2,1.121,3.9491,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,3,2.615,0.0702,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,4,2.629,0.2779,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,5,2.643,0.4642,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,6,2.655,0.4393,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,7,2.669,0.2605,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,8,2.683,0.0636,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,9,3.641,0.3672,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,10,3.652,0.4328,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,11,3.663,0.919,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,12,3.674,0.9544,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,13,3.691,1.0532,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,14,3.705,0.9788,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,15,3.712,0.4502,HMDB0000023_nmroned_1037_27954.txt
HMDB0000023,HMDB0000023,16,3.727,0.369,HMDB0000023_nmroned_1037_27954.txt
HMDB0000026,HMDB0000026,1,2.35,0.4904,HMDB0000026_nmroned_1038_27959.txt
HMDB0000026,HMDB0000026,2,2.36,1.0,HMDB0000026_nmroned_1038_27959.txt
HMDB0000026,HMDB0000026,3,2.38,0.5052,HMDB0000026_nmroned_1038_27959.txt
HMDB0000026,HMDB0000026,4,3.28,0.2569,HMDB0000026_nmroned_1038_27959.txt
HMDB0000026,HMDB0000026,5,3.29,0.5956,HMDB0000026_nmroned_1038_27959.txt
HMDB0000026,HMDB0000026,6,3.3,0.5394,HMDB0000026_nmroned_1038_27959.txt
HMDB0000026,HMDB0000026,7,3.31,0.2179,HMDB0000026_nmroned_1038_27959.txt
HMDB0000030,HMDB0000030,1,1.31,0.1137,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,2,1.32,0.1688,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,3,1.34,0.1956,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,4,1.35,0.1334,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,5,1.36,0.0778,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,6,1.43,0.0544,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,7,1.44,0.0906,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,8,1.45,0.1173,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,9,1.46,0.0988,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,10,1.47,0.1282,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,11,1.48,0.1205,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,12,1.49,0.0975,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,13,1.5,0.1879,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,14,1.51,0.2447,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,15,1.52,0.2128,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,16,1.54,0.0596,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,17,1.57,0.0032,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,18,1.58,0.0591,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,19,1.59,0.1139,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,20,1.6,0.0995,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,21,1.61,0.1128,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,22,1.62,0.1057,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,23,1.63,0.0722,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,24,1.64,0.0352,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,25,2.19,0.4512,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,26,2.2,0.8142,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,27,2.21,0.3995,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,28,2.57,0.3258,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,29,2.59,0.3793,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,30,2.81,0.2475,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,31,2.82,0.2528,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,32,2.83,0.2162,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,33,2.84,0.1995,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,34,3.08,0.119,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,35,3.09,0.174,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,36,3.1,0.1719,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,37,3.11,0.1704,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,38,3.12,0.1088,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,39,4.12,0.1579,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,40,4.12,0.1557,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,41,4.13,0.2128,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,42,4.14,0.1712,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,43,4.29,0.2084,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,44,4.3,0.2372,HMDB0000030_nmroned_1039_27963.txt
HMDB0000030,HMDB0000030,45,4.31,0.1613,HMDB0000030_nmroned_1039_27963.txt
HMDB0000032,HMDB0000032,1,5.59,0.0938,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,2,5.58,0.0959,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,3,5.4,0.0972,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,4,5.4,0.0944,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,5,5.39,0.0806,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,6,3.68,0.0209,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,7,3.67,0.0321,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,8,3.66,0.0347,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,9,3.66,0.0432,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,10,3.65,0.061,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,11,3.64,0.0496,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,12,3.64,0.0367,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,13,3.63,0.035,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,14,3.62,0.0203,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,15,2.5,0.0414,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,16,2.49,0.0419,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,17,2.49,0.038,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,18,2.47,0.0533,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,19,2.46,0.053,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,20,2.46,0.0456,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,21,2.32,0.0405,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,22,2.32,0.0404,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,23,2.29,0.0602,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,24,2.27,0.0349,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,25,2.11,0.0632,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,26,2.11,0.0608,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,27,2.09,0.0675,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,28,2.09,0.0663,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,29,2.09,0.0663,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,30,1.98,0.0772,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,31,1.97,0.0798,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,32,1.96,0.0795,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,33,1.96,0.0801,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,34,1.95,0.073,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,35,1.94,0.0768,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,36,1.93,0.0824,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,37,1.91,0.1665,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,38,1.89,0.1749,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,39,1.85,0.0353,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,40,1.85,0.034,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,41,1.85,0.034,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,42,1.85,0.0339,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,43,1.78,0.039,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,44,1.77,0.0398,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,45,1.75,0.0594,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,46,1.74,0.0608,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,47,1.72,0.0759,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,48,1.72,0.0741,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,49,1.71,0.0867,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,50,1.71,0.0791,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,51,1.7,0.0691,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,52,1.7,0.0707,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,53,1.69,0.0713,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,54,1.69,0.0747,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,55,1.67,0.0453,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,56,1.62,0.0707,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,57,1.61,0.0769,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,58,1.6,0.0776,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,59,1.6,0.0813,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,60,1.59,0.0764,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,61,1.59,0.0764,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,62,1.58,0.079,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,63,1.57,0.0841,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,64,1.56,0.1029,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,65,1.55,0.1395,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,66,1.54,0.1351,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,67,1.53,0.1582,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,68,1.52,0.165,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,69,1.5,0.1075,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,70,1.5,0.1067,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,71,1.47,0.0745,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,72,1.47,0.0769,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,73,1.46,0.0703,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,74,1.45,0.0727,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,75,1.42,0.112,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,76,1.41,0.134,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,77,1.4,0.1552,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,78,1.39,0.172,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,79,1.37,0.1933,HMDB0000032_nmroned_1041_27972.txt
HMDB0000032,HMDB0000032,80,1.36,0.2235,HMDB0000032_nmroned_1041_27972.txt
